Academic Year,College Name,Sector Group,Headcount,Amount
2011,CUNY NYC COLLEGE OF TECHNOLOGY,1-CUNY SR,111,"$97,664.98 "
2011,ST JOSEPHS COLLEGE,5-INDEPENDENT,108,"$191,590.00 "
2011,SKIDMORE COLLEGE,5-INDEPENDENT,107,"$138,947.50 "
2011,ELMIRA COLLEGE,5-INDEPENDENT,103,"$144,335.00 "
2011,NIAGARA UNIVERSITY,5-INDEPENDENT,102,"$106,562.50 "
2011,POLYTECHNIC UNIVERSITY,5-INDEPENDENT,102,"$120,932.50 "
2011,SUC ENV SCI&FORESTRY,3-SUNY SO,101,"$170,846.00 "
2011,NEW YORK INST TECH 4YR,5-INDEPENDENT,101,"$178,630.05 "
2011,HOBART AND WILLIAM SMITH COLLEGES,5-INDEPENDENT,99,"$87,445.00 "
2011,HOUGHTON COLLEGE,5-INDEPENDENT,99,"$90,691.50 "
2011,CUNY YORK COLLEGE,1-CUNY SR,94,"$63,683.40 "
2011,COLLEGE OF SAINT ROSE,5-INDEPENDENT,91,"$141,331.00 "
2011,PACE UNIVERSITY,5-INDEPENDENT,91,"$163,876.25 "
2011,TOURO COLLEGE,5-INDEPENDENT,91,"$163,070.50 "
2011,COLUMBIA UNIV SCH ENGINEERING,5-INDEPENDENT,89,"$85,545.00 "
2011,DAEMEN COLLEGE,5-INDEPENDENT,86,"$82,506.61 "
2011,SUFFOLK COMMUNITY COLLEGE,4-SUNY CC,85,"$282,238.43 "
2011,ST BONAVENTURE UNIVERSITY,5-INDEPENDENT,80,"$100,579.50 "
2011,BERKELEY COLLEGE,6-BUS. DEGREE,74,"$172,226.30 "
2011,MERCY COLLEGE,5-INDEPENDENT,73,"$211,409.25 "
2011,CUNY MANHATTAN CC,2-CUNY CC,71,"$86,853.40 "
2011,SUC PURCHASE,3-SUNY SO,71,"$229,907.63 "
2011,ROBERTS WESLEYAN COLLEGE,5-INDEPENDENT,69,"$74,532.50 "
2011,SYRACUSE UNIV UTICA COLLEGE,5-INDEPENDENT,69,"$104,861.25 "
2011,YESHIVA UNIVERSITY,5-INDEPENDENT,68,"$66,125.00 "
2011,CUNY LAGUARDIA CC,2-CUNY CC,66,"$121,577.40 "
2011,MOHAWK VALLEY COMMUNITY COLLEGE,4-SUNY CC,66,"$103,448.00 "
2011,IONA COLLEGE,5-INDEPENDENT,65,"$284,482.00 "
2011,CUNY KINGSBOROUGH CC,2-CUNY CC,63,"$110,968.75 "
2011,NASSAU COMMUNITY COLLEGE,4-SUNY CC,63,"$305,399.13 "
2011,HARTWICK COLLEGE,5-INDEPENDENT,57,"$95,151.80 "
2011,MOLLOY COLLEGE,5-INDEPENDENT,57,"$248,673.50 "
2011,PACE UNIVERSITY WESTCHESTER,5-INDEPENDENT,57,"$149,395.50 "
2011,COOPER UNION ADVNCMT SCI ART,5-INDEPENDENT,56,"$51,500.00 "
2011,WAGNER COLLEGE,5-INDEPENDENT,56,"$136,852.00 "
2011,MOUNT SAINT MARY COLLEGE,5-INDEPENDENT,55,"$350,134.01 "
2011,ALFRED UNIVERSITY,5-INDEPENDENT,53,"$61,123.00 "
2011,D'YOUVILLE COLLEGE,5-INDEPENDENT,52,"$95,281.35 "
2011,KEUKA COLLEGE,5-INDEPENDENT,52,"$68,092.13 "
2011,CORNING COMMUNITY COLLEGE,4-SUNY CC,51,"$105,041.50 "
2011,HUDSON VALLEY COMMUNITY COLLEGE,4-SUNY CC,51,"$49,724.20 "
2011,MEDAILLE COLLEGE,5-INDEPENDENT,51,"$90,220.88 "
2011,JEFFERSON COMMUNITY COLLEGE,4-SUNY CC,47,"$90,429.00 "
2011,CUNY QUEENSBOROUGH CC,2-CUNY CC,46,"$78,337.49 "
2011,SUNY COLLEGE OF TECH FARMINGDALE,3-SUNY SO,44,"$103,618.58 "
2011,BARD COLLEGE,5-INDEPENDENT,44,"$44,512.00 "
2011,ST JOSEPHS COLLEGE,5-INDEPENDENT,43,"$88,006.07 "
2011,THE SAGE COLLEGES,5-INDEPENDENT,43,"$34,453.93 "
2011,SUNY COLLEGE AT OLD WESTBURY (UG),3-SUNY SO,41,"$85,609.00 "
2011,SUNY COLLEGE OF TECH AT ALFRED,3-SUNY SO,41,"$71,131.56 "
2011,CUNY BRONX CC,2-CUNY CC,40,"$31,170.10 "
2011,NIAGARA COMMUNITY COLLEGE,4-SUNY CC,40,"$66,033.81 "
2011,JAMESTOWN COMMUNITY COLLEGE,4-SUNY CC,39,"$50,901.20 "
2011,MONROE COLLEGE,6-BUS. DEGREE,38,"$106,264.39 "
2011,ST FRANCIS COLLEGE,5-INDEPENDENT,37,"$123,660.00 "
2011,SUNY INSTITUTE OF TECHNOLOGY,3-SUNY SO,36,"$51,476.41 "
2011,SUNY COLLEGE OF TECH AT ALFRED,3-SUNY SO,35,"$41,171.00 "
2011,FASHION INST TECH-LOWER DIVISION,4-SUNY CC,35,"$88,039.00 "
2011,ORANGE COUNTY COMMUNITY COLLEGE,4-SUNY CC,35,"$57,877.20 "
2011,COL OF MT ST VINCENT 4YR SEM,5-INDEPENDENT,35,"$140,505.00 "
2011,CUNY MEDGER EVERS COLLEGE,1-CUNY SR,34,"$26,820.00 "
2011,CAZENOVIA COLLEGE,5-INDEPENDENT,33,"$55,530.00 "
2011,SUNY MARITIME COLLEGE,3-SUNY SO,32,"$260,031.25 "
2011,FASHION INST TECH UPPER DIVISION,4-SUNY CC,32,"$94,735.50 "
2011,TROCAIRE COLLEGE,5-INDEPENDENT,32,"$73,549.13 "
2011,ADIRONDACK COMMUNITY COLLEGE,4-SUNY CC,31,"$48,829.90 "
2011,DOWLING COLLEGE,5-INDEPENDENT,31,"$166,470.00 "
2011,MANHATTANVILLE COLLEGE,5-INDEPENDENT,31,"$90,347.50 "
2011,BROOME COMMUNITY COLLEGE,4-SUNY CC,30,"$46,581.60 "
2011,FINGER LAKES COMMUNITY COLLEGE,4-SUNY CC,30,"$84,495.80 "
2011,COLUMBIA UNIV,5-INDEPENDENT,30,"$131,967.58 "
2011,MONROE COLLEGE,6-BUS. DEGREE,30,"$64,375.50 "
2011,PRATT INSTITUTE,5-INDEPENDENT,28,"$30,515.00 "
2011,WELLS COLLEGE,5-INDEPENDENT,28,"$17,250.00 "
2011,SUNY COLLEGE OF TECH AT CANTON,3-SUNY SO,26,"$82,263.80 "
2011,CAYUGA COMMUNITY COLLEGE,4-SUNY CC,26,"$45,369.00 "
2011,DUTCHESS COMMUNITY COLLEGE,4-SUNY CC,26,"$47,269.90 "
2011,GENESEE COMMUNITY COLLEGE,4-SUNY CC,26,"$38,880.00 "
2011,THE NEW SCHOOL,5-INDEPENDENT,26,"$21,415.00 "
2011,SUNY COLLEGE OF TECH AT CANTON,3-SUNY SO,25,"$87,269.10 "
2011,TOMPKINS CORTLAND COMM COLLEGE,4-SUNY CC,25,"$47,601.00 "
2011,SUNY COLLEGE OF TECH AT DELHI,3-SUNY SO,24,"$121,413.00 "
2011,WESTCHESTER COMMUNITY COLLEGE,4-SUNY CC,24,"$66,825.24 "
2011,COLL OF NEW ROCHELLE NEW RESOURCE,5-INDEPENDENT,24,"$42,318.21 "
2011,ST THOMAS AQUINAS COLLEGE,5-INDEPENDENT,23,"$67,380.00 "
2011,SCHOOL OF VISUAL ARTS,6-BUS. DEGREE,23,"$94,625.00 "
2011,THE SAGE COLLEGES,5-INDEPENDENT,22,"$241,332.77 "
2011,SUNY COBLESKILL,3-SUNY SO,21,"$83,992.63 "
2011,ALFRED UNIVERSITY,3-SUNY SO,20,"$13,700.00 "
2011,MORRISVILLE STATE COLLEGE,3-SUNY SO,19,"$61,411.15 "
2011,FULTON MONTGOMERY COMM COLLEGE,4-SUNY CC,19,"$41,532.12 "
2011,NYACK COLLEGE,5-INDEPENDENT,19,"$54,606.10 "
2011,CUNY JOHN JAY COLLEGE GRAD,1-CUNY SR,18,"$51,490.61 "
2011,CUNY HOSTOS CC,2-CUNY CC,18,"$18,091.03 "
2011,SUNY COLLEGE OF TECH FARMINGDALE,3-SUNY SO,18,"$98,993.50 "
2011,ROCKLAND COMMUNITY COLLEGE,4-SUNY CC,18,"$78,673.57 "
2011,PAUL SMITHS COLLEGE,5-INDEPENDENT,18,"$28,235.00 "
2011,HERKIMER COMMUNITY COLLEGE,4-SUNY CC,17,"$19,634.00 "
2011,MORRISVILLE STATE COLLEGE,3-SUNY SO,16,"$43,511.09 "
2011,MARYMOUNT MANHATTAN COLLEGE,5-INDEPENDENT,16,"$34,632.50 "
2011,NEW YORK UNIVERSITY GRAD,5-INDEPENDENT,16,"$116,610.01 "
2011,SARAH LAWRENCE COLLEGE,5-INDEPENDENT,16,"$15,750.00 "
2011,VAUGHN COLL AERONAUTICS TECH,5-INDEPENDENT,16,"$23,760.00 "
2011,TECHNICAL CAREER INSTITUTES,6-BUS. DEGREE,16,"$49,427.10 "
2011,SUNY BUFFALO,3-SUNY SO,15,"$58,029.03 "
2011,HILBERT COLLEGE,5-INDEPENDENT,15,"$28,335.00 "
2011,ROBERTS WESLEYAN COLLEGE-GRAD,5-INDEPENDENT,15,"$148,201.53 "
2011,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,15,"$11,000.00 "
2011,DEVRY COLLEGE OF NEW YORK,6-BUS. DEGREE,15,"$60,602.01 "
2011,BERKELEY COLLEGE,6-BUS. DEGREE,14,"$31,172.10 "
2011,SUC EMPIRE STATE COLLEGE,3-SUNY SO,13,"$23,851.63 "
2011,SUNY STONY BROOK,3-SUNY SO,13,"$45,977.18 "
2011,DOMINICAN COLLEGE OF BLAUVELT,5-INDEPENDENT,13,"$83,270.00 "
2011,BRYANT & STRATTON BUFFALO,6-BUS. DEGREE,13,"$15,441.25 "
2011,LAB INST OF MERCHANDISING,6-BUS. DEGREE,13,"$46,205.00 "
2011,ULSTER COMMUNITY COLLEGE,4-SUNY CC,12,"$13,111.00 "
2011,BRIARCLIFFE COLLEGE,6-BUS. DEGREE,12,"$45,535.50 "
2011,SUNY AT ALBANY GRAD,3-SUNY SO,11,"$34,828.40 "
2011,SUNY COLLEGE OF TECH AT DELHI,3-SUNY SO,11,"$33,722.50 "
2011,SCHENECTADY COUNTY COMM COLLEGE,4-SUNY CC,11,"$23,317.00 "
2011,LONG ISLAND UNIVERSITY,5-INDEPENDENT,11,"$34,316.09 "
2011,SUNY COBLESKILL,3-SUNY SO,10,"$18,365.00 "
2011,EXCELSIOR COLLEGE,5-INDEPENDENT,10,"$29,476.94 "
2011,MEDAILLE COLLEGE GRAD,5-INDEPENDENT,10,"$38,654.05 "
2011,ST JOHN FISHER COLLEGE-GRADUATE,5-INDEPENDENT,10,"$90,330.73 "
2011,ART INSTITUTE OF NEW YORK CITY,6-BUS. DEGREE,9,"$22,455.03 "
2011,ASA INSTITUTE OF BUSINESS,6-BUS. DEGREE,9,"$24,434.60 "
2011,CUNY QUEENS COLLEGE GRAD,1-CUNY SR,8,"$18,439.06 "
2011,SUC BUFFALO,3-SUNY SO,8,"$14,908.52 "
2011,SUNY BINGHAMTON(GRAD),3-SUNY SO,8,"$36,059.39 "
2011,CLINTON COMMUNITY COLLEGE,4-SUNY CC,8,"$14,235.00 "
2011,NORTH COUNTRY COMMUNITY COLLEGE,4-SUNY CC,8,"$15,300.00 "
2011,CONCORDIA COLLEGE,5-INDEPENDENT,8,"$30,787.50 "
2011,CULINARY INSTITUTE OF AMERICA,5-INDEPENDENT,8,"$5,700.00 "
2011,METROPOLITAN COLLEGE OF NY,5-INDEPENDENT,8,"$24,777.50 "
2011,ROCHESTER INSTITUTE OF TECHLGY,5-INDEPENDENT,8,"$27,440.63 "
2011,WEBB INST OF NAVAL ARCH.,5-INDEPENDENT,8,"$6,000.00 "
2011,CUNY  BARUCH COLL GRAD,1-CUNY SR,7,"$20,847.99 "
2011,MARIST COLLEGE GRAD,5-INDEPENDENT,7,"$14,374.64 "
2011,PACE UNIVERSITY GRAD,5-INDEPENDENT,7,"$62,524.79 "
2011,ST PAUL'S SCH NURSING SI,5-INDEPENDENT,7,"$94,801.00 "
2011,BRYANT & STRATTON ROCHESTER,6-BUS. DEGREE,7,"$35,045.90 "
2011,CUNY GRAD SCH AND UNIV CENTER,1-CUNY SR,6,"$60,503.60 "
2011,SUC OSWEGO,3-SUNY SO,6,"$22,753.14 "
2011,SUNY INSTITUTE OF TECHNOLOGY,3-SUNY SO,6,"$57,607.63 "
2011,CANISIUS COLLEGE GRAD,5-INDEPENDENT,6,"$18,820.15 "
2011,COLUMBIA U TEACHERS COL GRAD,5-INDEPENDENT,6,"$71,857.50 "
2011,DAEMEN COLLEGE GRAD,5-INDEPENDENT,6,"$65,322.59 "
2011,MERCY COLLEGE-GRAD,5-INDEPENDENT,6,"$25,639.50 "
2011,BRYANT & STRATTON ALBANY,6-BUS. DEGREE,6,"$28,434.90 "
2011,FIVE TOWNS COLLEGE,6-BUS. DEGREE,6,"$7,883.13 "
2011,JAMESTOWN BUSINESS COLLEGE,6-BUS. DEGREE,6,"$17,685.01 "
2011,SUC BROCKPORT GRAD,3-SUNY SO,5,"$18,184.36 "
2011,SUC POTSDAM,3-SUNY SO,5,"$15,148.13 "
2011,SUNY UPSTATE MEDICAL UNIV,3-SUNY SO,5,"$15,775.70 "
2011,COLUMBIA-GREENE COMMUNITY COLLEGE,4-SUNY CC,5,"$5,300.00 "
2011,SULLIVAN COMMUNITY COLLEGE,4-SUNY CC,5,"$6,362.00 "
2011,BRAMSON ORT COLLEGE,5-INDEPENDENT,5,"$17,460.00 "
2011,DAVIS COLLEGE,5-INDEPENDENT,5,"$7,853.93 "
2011,EXCELSIOR COLLEGE GRAD,5-INDEPENDENT,5,"$44,100.26 "
2011,JUILLIARD SCHOOL,5-INDEPENDENT,5,"$2,500.00 "
2011,MOUNT SAINT MARY COLLEGE,5-INDEPENDENT,5,"$61,471.60 "
2011,ST JOSEPH HOSP SCH NURS SYRACUSE,5-INDEPENDENT,5,"$2,250.00 "
2011,BRYANT & STRATTON SYRACUSE,6-BUS. DEGREE,5,"$9,142.50 "
2011,CUNY BROOKLYN COLLEGE GRAD,1-CUNY SR,4,"$14,411.26 "
2011,CUNY CITY COLLEGE GRAD,1-CUNY SR,4,"$10,838.31 "
2011,COLLEGE OF SAINT ROSE GRAD,5-INDEPENDENT,4,"$14,859.75 "
2011,CULINARY INSTITUTE OF AMERICA,5-INDEPENDENT,4,"$33,482.50 "
2011,MOLLOY COLLEGE,5-INDEPENDENT,4,"$29,245.50 "
2011,NEW YORK LAW SCHOOL,5-INDEPENDENT,4,"$18,532.50 "
2011,PAUL SMITHS COLLEGE,5-INDEPENDENT,4,"$1,700.00 "
2011,ST JOHNS UNIVERSITY - GRAD,5-INDEPENDENT,4,"$10,590.00 "
2011,SYRACUSE UNIVERSITY GRAD,5-INDEPENDENT,4,"$19,839.54 "
2011,TOURO COLLEGE,5-INDEPENDENT,4,"$17,437.50 "
2011,NEW YORK CAREER INSTITUTE,6-BUS. DEGREE,4,"$25,401.76 "
2011,CUNY HUNTER COLLEGE GRAD,1-CUNY SR,3,"$29,795.55 "
2011,SUC NEW PALTZ,3-SUNY SO,3,"$7,108.58 "
2011,SUNY PLATTSBURGH GRAD,3-SUNY SO,3,"$15,885.00 "
2011,ADELPHI UNIVERSITY,5-INDEPENDENT,3,"$14,752.17 "
2011,BROOKLYN LAW SCHOOL,5-INDEPENDENT,3,"$15,223.39 "
2011,COLUMBIA U GRADUATE PROGRAMS,5-INDEPENDENT,3,"$9,953.50 "
2011,COLUMBIA UNIV  INTL AFFAIRS GRAD,5-INDEPENDENT,3,"$15,885.00 "
2011,COLUMBIA UNIV BUSIESS GRAD,5-INDEPENDENT,3,"$15,885.00 "
2011,KEUKA COLLEGE,5-INDEPENDENT,3,"$19,764.71 "
2011,MANHATTAN SCHOOL OF MUSIC,5-INDEPENDENT,3,"$1,500.00 "
2011,NIAGARA UNIVERSITY GRAD,5-INDEPENDENT,3,"$6,581.26 "
2011,ST BONAVENTURE UNIVERSITY GRAD,5-INDEPENDENT,3,"$10,590.01 "
2011,SYRACUSE UNIVERSITY UTICA COLLEGE,5-INDEPENDENT,3,"$17,058.75 "
2011,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,3,"$48,812.50 "
2011,VILLA MARIA COLLEGE OF BUFFALO,5-INDEPENDENT,3,"$3,000.00 "
2011,BRIARCLIFFE COLLEGE-PATCHOGUE,6-BUS. DEGREE,3,"$17,311.00 "
2011,BRYANT & STRATTON BUFFALO,6-BUS. DEGREE,3,"$10,815.00 "
2011,COLL WESTCHESTER 2YR,6-BUS. DEGREE,3,"$4,000.00 "
2011,ITT TECHNICAL INSTITUTE,6-BUS. DEGREE,3,"$8,534.50 "
2011,KELLER GRAD SCHOOL OF MANAGEMENT,6-BUS. DEGREE,3,"$9,041.25 "
2011,PACIFIC COLLEGE OF ORIENTAL MED,6-BUS. DEGREE,3,"$4,530.01 "
2011,UTICA SCHOOL OF COMMERCE,6-BUS. DEGREE,3,"$4,102.50 "
2011,CUNY GRAD SCH UNDERGRAD PROG,1-CUNY SR,2,"$7,332.00 "
2011,CUNY QUEENS COLLEGE LAW SCHOOL,1-CUNY SR,2,"$5,274.52 "
2011,SUNY BUFFALO,3-SUNY SO,2,"$7,942.50 "
2011,BORICUA COLLEGE,5-INDEPENDENT,2,"$1,000.00 "
2011,CORNELL UNIV.-JOHNSON GRAD SCHOOL,5-INDEPENDENT,2,"$10,590.00 "
2011,CROUSE HOSPITAL,5-INDEPENDENT,2,"$5,920.00 "
2011,DOWLING COLLEGE,5-INDEPENDENT,2,"$15,885.00 "
2011,HOFSTRA UNIVERSITY,5-INDEPENDENT,2,"$5,295.00 "
2011,LEMOYNE COLLEGE GRAD,5-INDEPENDENT,2,"$9,486.62 "
2011,MARIA COLLEGE-REGULAR DAY,5-INDEPENDENT,2,"$10,590.00 "
2011,MERCY COLLEGE,5-INDEPENDENT,2,"$5,295.00 "
2011,MERCY COLLEGE GRAD,5-INDEPENDENT,2,"$3,818.26 "
2011,METROPOLITAN COLLEGE OF NY,5-INDEPENDENT,2,"$3,530.18 "
2011,NEW YORK SCHOOL INTERIOR DESIGN,5-INDEPENDENT,2,"$1,250.00 "
2011,NYACK COLLEGE,5-INDEPENDENT,2,"$7,280.63 "
2011,PACE UNIVERSITY SCHOOL OF LAW,5-INDEPENDENT,2,"$5,919.38 "
2011,PHILLIPS BETH ISRAEL SCH.NURSING,5-INDEPENDENT,2,"$1,750.00 "
2011,POLYTECHNIC UNIVERSITY,5-INDEPENDENT,2,"$6,618.76 "
2011,ST JOSEPHS COLLEGE,5-INDEPENDENT,2,"$22,455.00 "
2011,ST PAUL'S SCH NURSING,5-INDEPENDENT,2,"$5,283.90 "
2011,TOURO COLLEGE,5-INDEPENDENT,2,"$10,590.00 "
2011,TROCAIRE COLLEGE,5-INDEPENDENT,2,$700.00 
2011,JAMESTOWN BUSINESS COLLEGE,6-BUS. DEGREE,2,"$7,060.00 "
2011,MANDL SCHOOL,6-BUS. DEGREE,2,"$1,750.00 "
2011,CHAMPLAIN VLY SCHL OF RADIOLOGY,8-OTHER,2,"$1,250.00 "
2011,CUNY HERBERT H LEHMAN GRAD,1-CUNY SR,1,"$1,248.75 "
2011,LICH TEACHOUT SUNY FARMINGDALE,3-SUNY SO,1,$250.00 
2011,SUC FREDONIA,3-SUNY SO,1,$661.88 
2011,SUC ONEONTA,3-SUNY SO,1,$667.53 
2011,SUNY BUFFALO,3-SUNY SO,1,"$6,543.75 "
2011,SUNY DOWNSTATE MED CENTER GRAD,3-SUNY SO,1,"$5,295.00 "
2011,SUNY UPSTATE MEDICAL UNIV. (GRAD),3-SUNY SO,1,"$5,295.00 "
2011,ALBANY LAW SCHOOL,5-INDEPENDENT,1,"$5,295.00 "
2011,ALBANY MEDICAL COLLEGE,5-INDEPENDENT,1,"$5,295.00 "
2011,ALFRED UNIVERSITY GRAD,5-INDEPENDENT,1,"$4,595.64 "
2011,BANK ST COLL OF EDUC,5-INDEPENDENT,1,"$1,765.09 "
2011,CLARKSON UNIVERSITY- GRAD,5-INDEPENDENT,1,"$2,647.50 "
2011,COLL OF NEW ROCHELLE GRAD,5-INDEPENDENT,1,"$12,840.00 "
2011,COLUMBIA UNIV  ARCHITECTURE GRAD,5-INDEPENDENT,1,"$5,295.00 "
2011,COLUMBIA UNIV ARTS GRAD,5-INDEPENDENT,1,"$5,295.00 "
2011,COLUMBIA UNIV ENGINEER GRAD,5-INDEPENDENT,1,"$2,647.50 "
2011,COLUMBIA UNIV NURSING GRAD,5-INDEPENDENT,1,"$2,647.50 "
2011,COLUMBIA UNIV NURSING PROG,5-INDEPENDENT,1,$250.00 
2011,DOMINICAN COLLEGE OF BLAUVELT,5-INDEPENDENT,1,"$3,530.00 "
2011,FORDHAM UNIVERSITY,5-INDEPENDENT,1,"$1,248.75 "
2011,GRADUATE COLLEGE UNION UNIVERSITY,5-INDEPENDENT,1,"$3,530.00 "
2011,HOFSTRA UNIVERSITY,5-INDEPENDENT,1,"$5,295.00 "
2011,MANHATTAN COLLEGE,5-INDEPENDENT,1,"$1,948.14 "
2011,NAZARETH COLLEGE GRAD,5-INDEPENDENT,1,"$2,647.50 "
2011,NEW YORK CHIROPRACTIC COLLEGE,5-INDEPENDENT,1,"$5,295.00 "
2011,NEW YORK INST TECH,5-INDEPENDENT,1,"$5,295.00 "
2011,ROBERTS WESLEYAN COLLEGE,5-INDEPENDENT,1,$333.34 
2011,SAMARITAN HOSP NURSING,5-INDEPENDENT,1,"$4,588.43 "
2011,ST JOSEPHS COLLEGE - WEEKEND,5-INDEPENDENT,1,"$2,271.16 "
2011,SYRACUSE UNIVERSITY LAW,5-INDEPENDENT,1,"$5,295.00 "
2011,THE BELANGER SCHOOL OF NURSING,5-INDEPENDENT,1,"$6,043.00 "
2011,THE KING'S COLLEGE,5-INDEPENDENT,1,$500.00 
2011,THE NEW SCHOOL,5-INDEPENDENT,1,"$3,971.26 "
2011,WEILL MEDICAL COLLEGE OF CORNELL,5-INDEPENDENT,1,"$5,295.00 "
2011,YESHIVA UNIVERSITY,5-INDEPENDENT,1,"$5,295.00 "
2011,AMERICAN ACAD OF DRAMATIC ARTS,6-BUS. DEGREE,1,"$5,295.00 "
2011,BRIARCLIFFE COLLEGE,6-BUS. DEGREE,1,"$5,295.00 "
2011,COLL WESTCHESTER 4YR BBA EVE,6-BUS. DEGREE,1,"$5,295.00 "
2011,EMPIRE EDUCATION CORPORATION,6-BUS. DEGREE,1,$450.00 
2011,EVEREST INSTITUTE,6-BUS. DEGREE,1,"$1,765.00 "
2011,ITT TECHNICAL INSTITUTE,6-BUS. DEGREE,1,"$5,295.00 "
2011,LONG ISLAND BUSINESS INSTITUTE,6-BUS. DEGREE,1,"$9,757.50 "
2011,MONROE COLLEGE,6-BUS. DEGREE,1,$500.00 
2011,MONROE COLLEGE,6-BUS. DEGREE,1,$606.60 
2011,OLEAN BUSINESS INST,6-BUS. DEGREE,1,"$5,295.00 "
2011,SWEDISH INSTITUTE,6-BUS. DEGREE,1,"$2,497.50 "
2011,WOOD TOBE-COBURN SCHOOL,6-BUS. DEGREE,1,$500.00 
2011,GLOBAL BUSINESS INSTITUTE,7-BUS. NON-DEG,1,$500.00 
2011,GENEVA GENERAL HOSPITAL,8-OTHER,1,$150.00 
2011,"NATIONAL TRACTOR TRAILER SCHOOL,",VOCATIONAL - VET SCHOOLS ONLY,1,"$2,647.50 "
2010,CORNELL UNIVERSITY,5-INDEPENDENT,967,"$675,340.05 "
2010,SUNY BUFFALO,3-SUNY SO,877,"$858,845.90 "
2010,SUNY BINGHAMTON,3-SUNY SO,803,"$932,444.20 "
2010,SUNY STONY BROOK,3-SUNY SO,742,"$806,640.35 "
2010,NEW YORK UNIVERSITY,5-INDEPENDENT,715,"$818,352.82 "
2010,ROCHESTER INSTITUTE OF TECHLGY,5-INDEPENDENT,650,"$527,072.50 "
2010,SUC GENESEO,3-SUNY SO,636,"$586,923.83 "
2010,CORNELL UNIV STATUTORY COLLEGES,3-SUNY SO,598,"$339,161.20 "
2010,CUNY CITY COLLEGE,1-CUNY SR,522,"$421,814.99 "
2010,CUNY HUNTER COLLEGE,1-CUNY SR,507,"$395,405.18 "
2010,SYRACUSE UNIVERSITY (UNDERGRAD),5-INDEPENDENT,506,"$553,732.04 "
2010,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,504,"$396,889.20 "
2010,ST JOHNS UNIVERSITY,5-INDEPENDENT,486,"$697,166.65 "
2010,SUNY ALBANY (UNDERGRAD),3-SUNY SO,409,"$813,478.64 "
2010,RENSSELAER POLYTECHNIC INST,5-INDEPENDENT,393,"$332,628.20 "
2010,CUNY BARUCH COLLEGE,1-CUNY SR,375,"$374,422.65 "
2010,CUNY QUEENS COLLEGE,1-CUNY SR,328,"$291,453.84 "
2010,FORDHAM UNIVERSITY,5-INDEPENDENT,319,"$529,933.29 "
2010,CLARKSON UNIVERSITY,5-INDEPENDENT,296,"$231,139.60 "
2010,CUNY BROOKLYN COLLEGE,1-CUNY SR,291,"$249,114.61 "
2010,ITHACA COLLEGE,5-INDEPENDENT,289,"$344,692.72 "
2010,SUC BROCKPORT (UNDERGRAD),3-SUNY SO,277,"$477,408.76 "
2010,CANISIUS COLLEGE,5-INDEPENDENT,235,"$204,819.50 "
2010,COLUMBIA UNIV,5-INDEPENDENT,230,"$224,780.75 "
2010,SUC OSWEGO (UNDERGRAD),3-SUNY SO,228,"$445,066.63 "
2010,CUNY JOHN JAY COLLEGE,1-CUNY SR,202,"$226,259.13 "
2010,SUC POTSDAM,3-SUNY SO,198,"$354,412.25 "
2010,SUC ONEONTA,3-SUNY SO,190,"$304,830.24 "
2010,LONG ISLAND UNIVERSITY,5-INDEPENDENT,190,"$569,171.62 "
2010,SIENA COLLEGE,5-INDEPENDENT,188,"$304,904.57 "
2010,SUC FREDONIA,3-SUNY SO,185,"$255,012.20 "
2010,SUC CORTLAND (UNDERGRAD),3-SUNY SO,181,"$573,567.79 "
2010,SUC BUFFALO,3-SUNY SO,180,"$346,436.30 "
2010,SUC NEW PALTZ,3-SUNY SO,179,"$321,837.08 "
2010,HOFSTRA UNIVERSITY,5-INDEPENDENT,169,"$304,912.76 "
2010,ERIE COMMUNITY COLL - ALL CAMPUS,4-SUNY CC,167,"$246,440.76 "
2010,SUNY PLATTSBURGH,3-SUNY SO,165,"$222,888.13 "
2010,CUNY HERBERT H LEHMAN COLLEGE,1-CUNY SR,163,"$143,383.58 "
2010,MONROE COMMUNITY COLLEGE,4-SUNY CC,161,"$216,603.71 "
2010,ST LAWRENCE UNIVERSITY,5-INDEPENDENT,161,"$153,662.20 "
2010,BARNARD COLLEGE,5-INDEPENDENT,160,"$124,527.50 "
2010,ST JOHN FISHER COLLEGE,5-INDEPENDENT,155,"$132,735.10 "
2010,NAZARETH COLLEGE,5-INDEPENDENT,153,"$142,413.75 "
2010,LEMOYNE COLLEGE,5-INDEPENDENT,143,"$133,682.50 "
2010,MARIST COLLEGE,5-INDEPENDENT,142,"$403,491.40 "
2010,ALBANY COLLEGE OF PHARMACY,5-INDEPENDENT,141,"$102,686.25 "
2010,SUC EMPIRE STATE COLLEGE,3-SUNY SO,140,"$409,711.21 "
2010,ONONDAGA COMMUNITY COLLEGE,4-SUNY CC,140,"$300,467.63 "
2010,VASSAR COLLEGE,5-INDEPENDENT,136,"$100,254.00 "
2010,ADELPHI UNIVERSITY,5-INDEPENDENT,133,"$192,162.56 "
2010,MANHATTAN COLLEGE,5-INDEPENDENT,131,"$278,393.71 "
2010,HAMILTON COLLEGE,5-INDEPENDENT,129,"$142,071.49 "
2010,COLGATE UNIVERSITY,5-INDEPENDENT,124,"$133,138.40 "
2010,UNION COLLEGE,5-INDEPENDENT,122,"$121,955.90 "
